강원도 강릉시 교동,164.0098,42000.0
강원도 강릉시 교동,135.1727,36800.0
강원도 강릉시 송정동,155.837,45500.0
강원도 강릉시 입암동,157.22,30200.0
강원도 강릉시 홍제동,127.802,32500.0
강원도 속초시 금호동,156.76,41000.0
강원도 원주시 우산동,156.001,30000.0
강원도 춘천시 우두동,146.026,33250.0
강원도 춘천시 퇴계동,191.895,43500.0
강원도 춘천시 퇴계동,121.96,31600.0
